nama_pengguna,tanggal,ulasan,label_sentimen,nama_layanan kesehatan
Sulastri Ummi nisa,4 tahun lalu,Sy merasa tdk nyaman. Krn pelayanan penanganan trhadap pasien sngat buruk untuk tindakan persalinan. Para bidan hny mementingkan diri sndri dri pd keselamatan ibu dan bayi.,negatif,RSU Anna Medika Madura
kadir munawar,2 tahun lalu,"izin menambahkan saya jauh2 dari karawang liat mertua sedang sakit kritis di icu, pelayanan nya tidak memuaskan, fasilitas ruang tunggu keluarga kurang memadai (gerah). Tolong lebih di tingkatkan",negatif,RSU Anna Medika Madura
syf anisa,setahun lalu,"kasih bintang 2 karna satpamnya ga ramah banget nyolot juga, bentak2 ibu2 ga punya sopan santun",negatif,RSU Anna Medika Madura
Thyas Kurniawaty,2 tahun lalu,Pelayanan pemeriksaan USG terlalu lelet. 1 orang sejam.,negatif,RSU Anna Medika Madura
Azizah erna1998,3 bulan lalu,Pelayanannya lama banget,negatif,RSU Anna Medika Madura
M C,8 bulan lalu,Pelayanan nya lamaa. Bikin greget,negatif,RSU Anna Medika Madura
Nur lailatus Syadiah,setahun lalu,Pelayanan di ruang anak sangat buruk,negatif,RSU Anna Medika Madura
siti fausiyah,5 tahun lalu,Sekelas rsud tapi layanan terhenti krn listrik,negatif,RSU Anna Medika Madura
duro phone,2 tahun lalu,Ribet masuk lokasi ICU berputar putar,negatif,RSU Anna Medika Madura
Alfiyatul Uluwiyah,2 bulan lalu,"Tolong yaaaaaa antrian obat nya masyallah sekaliiii nunggunyaaa......please tambah karyawanya sama suruh garcep karena lama skaliiii pdhl yg ngatri yg sehat bisa"" darah tinggi dan ikutan sakit ini …",negatif,RSU Anna Medika Madura
Misbahul Munir,6 bulan lalu,"Alhamdulillah untuk penanganan nya ramah, tapi saya sangat kecewa sekali sangat kecewa sekali, karna waktu istri saya sudah di oprasi dan istri saya sudah sadar masih belum di keluarkan juga padahal perawat nya bilang 2 jam lagi ternyata 4 jam lebih kecewa nya lagi orang yang masuk ruang oprasi belakangan malah di keluarin paling awal, sedangkan istri saya belum di keluarin, saya sebagai suami nya saya sangat kuatir terhadap istri saya karna terlalu lama di dalam ruang oprasi. Nah oprasi pertama sama seperti ini juga, kalo masalah oprasi bisa di bilang cepat tapi pasien oprasi sangat lama yang mau di keluarin dari ruang oprasi. Nah sekedar masukan jika pasien oprasi sudah di oprasi dan sudah sadar segera keluarkan dari oprasi agar tidak khawatir terhadap keluarga nya dan panggil keluar nya agar tidak khawatir, dan satu lagi waktu istri saya sudah di oprasi dan sadar tidak ada panggilan dari perawat nya bahwa pasien sudah sadar seandainya sama mertua saya tidak tanya ke perawat nya insyaallah sampek magrib tidak akan keluar, saya berterimakasih banyak atas pelayanan nya tapi saya minta tolong mohon di resapi kata-kata saya . Seandainya saya tidak kecewa saya tidak akan berkata seperti ini",negatif,RSU Anna Medika Madura
Fitriyah,setahun lalu,"Antri bgt pasiennya kurang tertib, pengunjungnya kebanyakan bkn yg sakit tp yg mengantar, 1 pasien yg nganter 5 orang masuk semua hingga menimbulkan kemacetan di depan poli, mohon kpd petugas diperbaiki lagi peraturannya demi ketertiban bersama",negatif,RSU Anna Medika Madura
Pitrotul Aidah,2 tahun lalu,Pengambilan obat sangat amat lama Dan tidak di berikan solusi. Sangat sayang jika dari luar daerah lama hanya untuk mendapatkan obat,negatif,RSU Anna Medika Madura
Sunrise Storya,setahun lalu,Ribet ambil no antriannya hrus ad pasiennya sebab sidik jari...Lum lgi nunggu di poli orthopedi lama...no antri di depan 12...no antri orthopedi no 59...antri nya aj dr jam 6 Sampek jam 11 Bru di tangani ...,negatif,RSU Anna Medika Madura
Nova Olivia,4 tahun lalu,Pelayanan rumah sakit kurang OK masa iya keluarga Pasien igd d suruh nunggu di jalanan. Perawatnya ketus* semua gk ramah sama keluarganya pasien toiletnya juga kurg bersih,negatif,RSU Anna Medika Madura
Septehan Tri kusuma,4 tahun lalu,Saya pengguna kis/bpjs kelas 3 Saya berada di ruangan irna A8. Ac selalu mati ruangan panas.. pintu belakang di kunci gak boleh di buka.. sirkulasi udara kurang baik Sebgian perawat dengan pelayanan baik Sebagian lagi perawat dengan pelayanan tidak baik.. tidak memikirkan kenyamanan pasien.. Sejujurnya saya bayar tiap bulan untuk BPJS saya ini.. bukan gratis.. Tolong jangan remehkan kami.. Kami manusia bukan hewan.. Pikirkan kenyamanan kami saat menjalani perwatan...,negatif,RSU Anna Medika Madura
vita ming,4 tahun lalu,"Banyakan antrinya.. perawat kurang responsif, tempat tunggu poli anak digabung sama poli yg lain.. jadinya kadang ga dapet tempat duduk, malah kadang ada bapak"" sebelah asyik merokok dan gamau gantian duduk sama ibu"" yg gendong anak.. dokternya lama datengnya.. jadwal jam 7, dateng jam 9.. terus seharusnya antrian di polinya dijelaskan nomer berapa""nya biar kita bisa memperkirakan berapa lama kita harus menunggu, apalagi yg cek ke poli anak.. bisa bayangin sendiri betapa bosannya bayi dan anak"" menunggu berjam-jam disitu dalam keadaan yg ramai, panas dan gerah.",negatif,RSU Anna Medika Madura
Imah Senada_Official,setahun lalu,Perawatnya sok soan cara melayani sangat tidak sopan terhadap pasien,negatif,RSU Anna Medika Madura
ᴋʜᴀɪʀᴜʟ ʙᴜꜱᴛᴀᴍɪ ᴡᴀᴊɪ,5 tahun lalu,Semua serba antri lama dan tempat duduk pasien dan pengunjung tersedia Sedikit walau RSUD Type B Pendidikan..,negatif,RSU Anna Medika Madura
Vega Fary,setahun lalu,"BUKAN RUMAH SAKITNYA YANG BURUK. TAPI ORANG ORANG YANG DI DALAMNYA YANG BURUK DAN BAD ATTITUTE , KEBANYAKAN YANG ANGKUH ITU YANG JABATANNYA HENG DEREHENG , KALO SEKELAS TITLE DOKTERNYA BAIK BANGET DAN SOPAN BAHKAN PENDAMPING DOKTERPUN SOPAN MESKIPUN HANYA SEBAGIAN SEMOGA AJA LEBIH BAIK KEDEPANNYA . EMAN EMAN RUMAH SAKITNYA DAH BAGUS , DOKTERNYA SOPAN , TAPI RUMAH SAKITNYA DI CAP BURUK HANYA GARA GARA OKNUM HENG DEREHENGNYA ..",negatif,RSU Anna Medika Madura
Neslya SN,4 tahun lalu,Pernah kesini jenguk temen.. Parkirannya sudah maju..toilet kurang bersih,negatif,RSU Anna Medika Madura
Khususiyah Genol,setahun lalu,Pasien Hj.Rokayyah kamar camelia Acnya mati,negatif,RSU Anna Medika Madura
Siti Hoiriyah,2 bulan lalu,Pelayananya sih bagus...... tp tolong tambah karyawan pengambilan obat donk.... antriiii bngt sama lama bngtt yg ambil obat,negatif,RSU Anna Medika Madura
79B. Niswa Wasfa Adilla,7 bulan lalu,"Pelayanan dr.mega sangat baik sekali, tetapi pelayan di kamar ruang edelweis sedikit lelet (keluarga dari an.maulana)",negatif,RSU Anna Medika Madura
22-033_ IMANUEL MARTI,setahun lalu,"Rumah sakitnya bagus, tapi farmasinya lelet sisanya Aman sih satpam ramah,dokternya ga telat. Cuman farmasinya tolong benerin deh lelet terlalu lelet kerjaan gue ga cuman Nunggu obat doang antrian nomor 3 nunggu hampir mau 1 jam parah",negatif,RSU Anna Medika Madura
layliyatul Maufiroh,seminggu lalu,Menurut saya engga bagus semua kmar soparawatan ibu mawedah,negatif,RSU Anna Medika Madura
Neneng Hardiyanti,sebulan lalu,Mengecewakan,negatif,RSU Anna Medika Madura
Ulul Albab,2 bulan lalu,Pelayanan perawat kurang baik,negatif,RSU Anna Medika Madura
Seng Penting,2 bulan lalu,Pelayan sih lumayan.....Tapi nomor antrian pas kontrol tidak sesuai dengan yang daftar duluan Itu harus di perbaiki...banyak orang mengeluh tentang itu,negatif,RSU Anna Medika Madura
Zahraa Ruskin,3 bulan lalu,"Klo sakit dalem tidak direkomendasi kan ke rumah sakit ini adek saya sudah cek lap sudah rongsem jantungnya bengkak,auto imun, di bawa ke rumah sakit ini katanya paru"" sama lambung minta surat rujukan gak di kasih blasss",negatif,RSU Anna Medika Madura
Holi dya,4 bulan lalu,tolong sediakan tempat lagi di ruangan arjuna banyak kelompok rentan yang tidak punya ruangan serasa terbengkalai terimakasih,negatif,RSU Anna Medika Madura
Imroatul Mufidah,4 bulan lalu,Rumah sakit tai!! Dokternya jarang ngecek.. susternya asal ngasih obat tanpa dikasih tau obat apanya! Miris bgt yaa rumah sakit gede bgitu modelannya,negatif,RSU Anna Medika Madura
vivo toritorial,6 bulan lalu,HADEHHHHH AGAK SEDIKIT Lelet dan manggil tanpa spacker.. Tolong Tingkatkan Pelayanan LANTAI 2 Pelayanan POLI,negatif,RSU Anna Medika Madura
Aku cantik banget,3 bulan lalu,"Tolong pelayanannya ditingkatkan lagi, ketelitiannya juga ditingkatlagi, sodara saya sampai meninggal karena ada luka di kepala yg ga ketauan. Kenapa ulasan saya sblmnya dihapus ya takut banyak yg baca ulasan saya ya?saya tdk mengada ngada sy bicara apa adanya",negatif,RSU Anna Medika Madura
Nurul Fatimah,2 bulan lalu,"periksa kandungan tapi cuma ditanyain doang, setidaknya minimal pakai alat deteksi detak jantung bayi, gimana tanggung jawab pelayanan disin",negatif,RSU Anna Medika Madura
Gepenk Sniper,4 bulan lalu,pelayanan sangat buruk sekali masak anak saya demam tinggi.lemas ngk mau nerima dng alasan ngk ada kamar di suruh berangkat sendiri ke rs bangkalan sangat masuk akal,negatif,RSU Anna Medika Madura
Viky hayden,5 bulan lalu,"Minta rujukan ke poli tht jelas ada suratnya. Masih di tulis poli pnyakit dalam. Merugikan wktu saya harus bolak balik ke rs gara"" Salah tulis.",negatif,RSU Anna Medika Madura
Moh. Ashari,3 tahun lalu,"pelayanan vaksin covid-19 dipuskesmas ini sangat buruk. setelah masyarakat disuruh daftar online masih harus ngantri ambil nomer antrian, sehingga terjadi penumpukan, dan kerumunan yg rentan akan penularan covid.",negatif,RSU Anna Medika Madura
Oktavia Putri,11 bulan lalu,Instansi pemerintah tapi pelayanan buruk. Petugas tidak ramah. Nomor antrian awal dipanggil paling akhir karena keteledoran petugas.,negatif,RSU Anna Medika Madura
sazikece,sebulan lalu,"yaallah orang jelas jelas sakitt cuma di tensi sm cek suhuuuu, puskesmas tidak mengayomi warga",negatif,RSU Anna Medika Madura
Cahya Mega,3 bulan lalu,"Pelayanan minus, respon minus. Kalo sakit jangan kesini karena ini bukan tempat untuk orang sakit!",negatif,RSU Anna Medika Madura
Nurdiana Putri,11 bulan lalu,"Penanganannya sangat buruk. Pelayanan kesehatan apalagi punya pemerintah tapi malah sak karep e dewe. Petugas nya banyak ngobrol, gak ramah, gak sesuai peraturan yg di pajang, pasien darurat masih di rumitkan. Gak bisa di bilang pelayanan kesehatan blas, tambah sakit iya",negatif,RSU Anna Medika Madura
Achmad Syaifullah,11 bulan lalu,"Pelayanan DOKTER Sangat tidak Ramah. Gara2 saya lupa minta surat sakit di awal percakapan, pas balik lagi langsung nyoolot sambil mlotot matanya ""nggk ngk bilang tadi kamu"" Apa perlu spil nama dokter ya.. Biar di reviuw sama bupati bangkalan!!",negatif,RSU Anna Medika Madura
Yasmin Alifia Rafiyanti,6 bulan lalu,"pelayanan sangat kurang, lelet dan bertele-tele petugasnya banyak bacot",negatif,RSU Anna Medika Madura
Munciq Zagy,7 tahun lalu,"Pelayanan kurang maksimal dan masih banyak yang perlu jadi perbaikan Puskesmas kamal ya perawatnya yang serem"" Pelayanannya tidak memuaskan tolong di tinjau pelayanan masyarakatnya bapak presiden, apakah puskesmas dengan pelayanan buruk itu harus di pertahankan terimahkasih.",negatif,RSU Anna Medika Madura
326_Ananda Tiyas Meilin,11 bulan lalu,"perawatnya nggak banget, judes ga ada ramah ramahnya. pasien disuruh cepet cepet pulang padahal masih belom pulih 100%",negatif,RSU Anna Medika Madura
Ram4dhany_p,6 bulan lalu,"Periksa lab dan hasilnya dibacain bidan magang penjelasan ngawur, lahh kocakkk",negatif,RSU Anna Medika Madura
sisko ariawanti,setahun lalu,"Puskesmas aneh, masa saya datang kesitu karna sakit mau periksa, soalnya takut kena DBD pas musim""nya itu. Eh malah dibilang sama perawat pas diruangan dokter ""demam aja pake priksa"". Kocak benerrrrr. Suruh nebus obat demam 80ribu. Karna saya anak rantau kuliah disana dan akhir bulan, minta dibuatkan resep saja nanti beli di apotik sendiri sambil nyari pinjam uang teman dulu. Eh gadibolehin, harus tebus disitu pas waktu itu juga setelah lamaaa banget setengah jam an, akhirnya dibolehin tebus setengah atau 40ribuan. Wkwk kocak pokoknya. Alhamdulillah sekarang udah lulus, dan naudzubillah gk mau lagi nginjak tempat itu lagi.",negatif,RSU Anna Medika Madura
21-007 Siti Ma'rifatul Khoiriyah,setahun lalu,Baru kali ini ke puskesmas pelayanan nya burukkkk bangettttt. Dan baru tau obat² masih bayar padahal obat sudah subsidi pemerintah. Ga lgii² deh ke puskesmas ini Ga worth it bngeetttt Pelayanan buat umum aja lamaa apalagi bpjs,negatif,RSU Anna Medika Madura
fitri hanifa,10 bulan lalu,Pelayanan yg didepan itu parah. Judes poll. Ribet juga. Auto ganti faskes. Males banget puskesmasnya ga friendly blass,negatif,RSU Anna Medika Madura
Amel Liasih,2 tahun lalu,"Mohon maaf pelayanannya agak kurang nyaman, kalau ngomong sama orang tua lebih sopan lagi. Namanya juga orang sudah tua kadang gak paham sama yg dibicarakan. Kog malah gk sopan gitu. Pake ngelempar kertas sama bulpen lagi. Mohon maaf kakak resepsionis di depan, tau kog kerjanya capek tapi ya harus sopan juga ya kak Terimakasih",negatif,RSU Anna Medika Madura
Jovan Saputra,11 bulan lalu,Salah satu instansi pemerintah dengan pelayanan paling buruk tidak prosfesional dan sangat yidak ramah yang ada di kecamatan bangkalan,negatif,RSU Anna Medika Madura
Dana Ardiansyah,setahun lalu,"Penanganan lelet banget,pegawai kebayan main HP, sibuk sendiri, kurang profesional dalam menangani pasien,saya kecewa sekali lebih baik ditutup saja",negatif,RSU Anna Medika Madura
down4 tv21,2 tahun lalu,"Kecewa sama pelayanan di puskesmas yang katanya terbaik ini, apalagi resepsionis bagian dekat IGD, pelayanannya sangat tidak nyaman dimana kita bertanya dijawabnya dengan kata yang agak ngegas seperti halnya tidak senang, miris saja sih kasian bila yang bertanya itu orang yang lagi sakit atau orang tua. tolong diperbaiki dong biar pelayanannya bisa lebih baik",negatif,RSU Anna Medika Madura
Budi Ono,8 bulan lalu,Pelayanan sangat buruk sangat mengecewakan sebagai instansi pemerintah buruuuuk dan mahal,negatif,RSU Anna Medika Madura
Okta Chan,2 tahun lalu,"pelayanannya tidak ramah sama sekali, orang sakit beneran malah dituduh yang ngga"". mana perawatnya suka ngomongin org. bicara pake bahasa jawa ngomongin saya di depan saya, dikira saya ga ngerti bahasa jawa apa.",negatif,RSU Anna Medika Madura
down3 tv21,2 tahun lalu,"merasa tidak nyaman apalagi dengan pelayanan resepsionisnya yang tidak ramah sama sekali, mohon kepada kepala puskesmas atau yang berwajib untuk bisa di perbaiki masalah ini",negatif,RSU Anna Medika Madura
206_Abd Cholik,setahun lalu,"Parah bgt pelayanannya gajelas, data saya tidak diberikan untuk panggilan selanjutnya katanya si lupa , padahal aku liat dia lagi makan dan tidak prosesional gak layak lah pokok pelayanan disini",negatif,RSU Anna Medika Madura
Arli Ochaputri Hartono,2 tahun lalu,Pelayanan LOKET TERBURUK yang pernah saya dapatkan. Ibu ibu diloket menjawab dengan MARAH MARAH seakan akan saya BENAR BENAR SALAH. Wajar kalau saya tanya mekanisme pendaftaran karena saya baru pertama kali kesini tapi untuk IBU IBU LOKET,negatif,RSU Anna Medika Madura
Nimas Raga,3 tahun lalu,"Puskesmas TERJOROK yg prnh sy datangi.
 Pelayanan IGD jg tdk baik. Anak sy dtang subuh2 krna nafas nya sdh cepat dan badan lemas, tp anak sy tdk di sentuh sma sekali, hanya di periksa suhu panas",negatif,RSU Anna Medika Madura
Kikil Sapi,2 tahun lalu,"Ke IGD jam 10 mlm mo daftar pintu SDH d tutup dan ada batu yg mengganjal pintu, pertama kali datang di poli umum pake BPJS lalu bbrpa hari sakit masih blm reda malam k IGD tdk ada dokter yg ada perawatnya dan status berubah jadi pasien",negatif,RSU Anna Medika Madura
Haikal Abdillah,7 tahun lalu,"Tempat ini menurut saya surganya bagi orang-orang pemalas, bayangkan saja ketika ada orang sakit di tempat petugas loket malah asik"" an tidur-tiduran di lantai, begitu juga perawatnya ketika memeriksa pasien nada bicaranya tidaklah santun",negatif,RSU Anna Medika Madura
ajitaufaniismail,setahun lalu,"Kecewa seh jadi pasien disini, pelayanannya kurang ramah terutama di resepsionis, saya nanyak ehhh dijawabnya ngegas.",negatif,RSU Anna Medika Madura
Sania Aulia,6 tahun lalu,"Katanya puskesmas terbaik se jawa timur. Tapi pelayanan parah. Kursi tunggu di depan poli gigi hanya disediakan 4. Dokter gigi baik, tapi suka ngobrol, tapi cukup tegas saya tidak masalah. Yang parah itu suster atau asisten di ruang poli",negatif,RSU Anna Medika Madura
ayudhia putri,2 tahun lalu,"Ini kali pertama ke puskesmas, PELAYANAN BURUK RUPA DAN HATI, setelah bacaÂ² komentar tryt PARAH bgt byk yg kecewa.. TOLONG kpd KEPALA PUSKESMAS di ROLING tu semua karyawannya, jgn sok2an jadi bidan, asn, honorer ato aplh..",negatif,RSU Anna Medika Madura
Felix Adrian,setahun lalu,"resepsionis tidak ramah terkesan sangat cuek, pegawai lainnya juga sama, orang sakit dibilang pura2 sakit, pasien tidak dilayani dengan baik..",negatif,RSU Anna Medika Madura
Inayatul Lailiyah,2 tahun lalu,Pelayanan front desk masyaallah GALAK BANGET. GAK ADA RAMAH2NYA. TOLONG LAH DIRUBAH. Awalnya mau berobat kesini eh gajadi gara2 galak. Mending d klinik aja,negatif,RSU Anna Medika Madura
Lalalice 19,setahun lalu,"Pelayanan kurang, tidak ramah, pelayanan poli gigi kurang dan biayanya tergolong mahal, untuk scalling masih kurang bersih",negatif,RSU Anna Medika Madura
Dafasya Ulfa,setahun lalu,Jorok banget tempatnya kotor kayak rumah angker tidak mencerminkan puskesmas sama sekali,negatif,RSU Anna Medika Madura
Sofi,3 tahun lalu,"PELAYANAN PALING BURUK !
 MAU UMUM APALAGI BPJS NUNGGU SEJAM JUGA GAK BAKAL DIAPAÂ²IN CUMA DIBARINGIN.
 PEKERJA JUGA ACUH, CUEK, MAUNYA SENDIRI !",negatif,RSU Anna Medika Madura
viqi bhumbhum,3 tahun lalu,"Berobat bukannya sembuh malah makin sakit..
 Buruk banget gk sekali dua kali tapi sering
 Gk ada peningkatan. Orang2nya kyk acuh sama pasien",negatif,RSU Anna Medika Madura
intan maharani,setahun lalu,"Maunya ga kasih bintang aja. Nunggu front desk 1jam, nunggu dokternya juga sama lama nya",negatif,RSU Anna Medika Madura
Dyah Faiz,7 tahun lalu,"Puskesmas kamal adalah puskesmas dengan pelayanan terburuk yang pernah saya temui.. Bukan dokternya yang buruk, tapi pelayanan perawatnya yang sangat tidak ramah, jawabannya kasar, judes, khususnya perawat cewek hampir smuanya judes..",negatif,RSU Anna Medika Madura
Yie Synyster,2 tahun lalu,"Pelayanannya lelet dan super lambat, kyk ada perbedaan karena pake' BPJS gratisan",negatif,RSU Anna Medika Madura
Ach. Halimi Firdaus Zuhron,setahun lalu,Pelayanan lambat. Ini kalau bisa ga di kasih bintang saya kasih bintang 0 sih,negatif,RSU Anna Medika Madura
Cholimatus S,3 tahun lalu,Penyalanan amat buruk periksa nggak d apa2 in cuma d tanya dengan judes keluhan apa...bocil juga bisa kayak gtu...nggak ramah lah tolong d perbaiki sdm nya miris bngettttt!!!!!,negatif,RSU Anna Medika Madura
